1,15,57,2010
317,0,11,2019
195,6,26,2023
32,0,19,2021
437,18,112,2015
155,9,28,2018
404,14,42,2023
368,15,98,2016
3,13,45,2020
349,3,112,2013
260,0,85,2014
110,4,25,2014
329,4,96,2022
45,1,105,2012
102,8,17,2014
226,10,45,2016
331,4,11,2018
141,5,109,2014
170,15,27,2015
464,14,33,2017
348,2,5,2016
301,8,89,2014
