200,454,143.25,78.95,1.153,22.705,44.109,21.148
201,363,90.26,54.84,67.157,10.29,38.374,3.606
202,30,150.45,83.97,33.385,73.821,30.553,19.928
203,271,317.72,162.48,52.259,97.03,44.109,21.148
204,267,330.19,205.48,38.374,3.606,57.181,93.059
205,345,97.83,58.15,45.654,24.803,69.406,34.278
206,132,209.99,108.41,89.816,22.324,57.181,93.059
207,205,131.11,71.43,26.251,9.538,20.841,42.792
208,289,256.91,133.8,6.195,23.802,38.634,70.306
209,253,34.96,18.18,38.634,70.306,28.688,64.974
210,251,134.14,71.07,41.863,61.403,5.679,40.551
211,160,143.49,83.5,89.816,22.324,31.819,62.753
212,111,224.05,118.95,36.075,13.63,47.204,73.891
213,22,159.95,83.93,18.799,77.296,75.645,65.65
214,498,214.83,115.16,8.227,63.657,66.826,36.027
215,137,140.14,74.6,69.681,0.013,74.076,54.129
216,76,52.52,32.08,6.195,23.802,11.737,11.615
217,16,77.0,38.55,64.292,16.23,82.551,23.027
218,62,77.65,47.31,47.204,73.891,33.402,50.255
219,233,83.55,43.78,14.063,70.076,0.161,58.173
220,294,226.14,129.57,49.826,59.266,89.146,93.087
221,251,284.41,147.06,28.876,14.772,80.58,52.071
222,486,300.4,186.71,34.849,16.864,85.646,79.413
223,79,34.77,19.3,69.406,34.278,70.175,17.378
224,44,140.02,86.25,22.321,72.393,60.146,98.487
225,96,419.3,209.8,85.679,99.074,11.522,25.841
226,358,161.65,83.39,95.334,32.608,66.393,51.816
227,330,331.98,191.94,82.255,97.31,29.558,7.438
228,453,149.44,75.76,83.802,1.277,54.652,18.274
229,17,37.84,23.5,2.6,39.201,13.409,25.872
230,249,147.83,87.11,82.255,97.31,7.598,69.83
231,123,104.7,57.27,36.957,64.716,18.203,16.426
232,231,100.66,58.77,6.495,94.303,0.161,58.173
233,448,5.63,3.45,84.441,97.115,85.679,99.074
234,477,231.7,137.08,38.107,12.494,47.653,96.939
235,114,85.44,45.72,47.204,73.891,74.659,88.933
236,220,83.58,52.13,45.094,77.163,0.161,58.173
237,4,87.99,48.72,75.645,65.65,54.736,91.185
238,145,331.05,190.97,52.259,97.03,16.517,8.835
239,399,65.57,35.74,81.764,87.777,94.818,62.881
240,403,51.31,30.76,42.448,74.947,49.826,59.266
241,359,63.11,36.36,53.704,81.673,28.688,64.974
242,249,394.7,238.3,82.255,97.31,25.684,14.951
243,474,28.07,17.38,54.736,91.185,60.146,98.487
244,86,221.18,122.64,8.658,50.9,75.245,65.464
245,23,253.94,152.15,0.161,58.173,66.826,36.027
246,136,245.06,126.74,0.161,58.173,59.457,16.998
247,31,260.7,149.21,25.684,14.951,42.448,74.947
248,470,226.53,117.58,76.798,1.183,38.634,70.306
249,309,304.58,174.06,8.375,6.111,82.255,97.31
250,478,162.07,85.71,14.063,70.076,11.522,25.841
251,417,30.83,19.15,81.764,87.777,82.255,97.31
252,121,410.01,214.03,52.259,97.03,9.829,4.516
253,53,16.61,8.84,25.148,91.008,20.488,93.348
254,187,44.56,25.41,8.227,63.657,18.799,77.296
255,288,17.03,10.29,51.323,78.236,53.704,81.673
256,224,271.13,164.77,31.885,46.924,82.255,97.31
257,211,51.64,31.79,36.957,64.716,49.826,59.266
258,9,317.88,190.73,20.841,42.792,91.033,76.755
259,86,109.0,54.9,67.723,88.253,49.826,59.266
260,75,234.7,118.82,49.826,59.266,18.203,16.426
261,357,288.8,156.1,13.16,38.955,57.181,93.059
262,280,152.13,83.42,75.645,65.65,33.385,73.821
263,163,241.39,143.1,76.798,1.183,6.195,23.802
264,375,93.28,57.19,90.024,24.887,75.645,65.65
265,256,207.31,115.03,13.16,38.955,59.457,16.998
266,207,107.01,55.49,7.598,69.83,33.385,73.821
267,424,441.86,221.76,76.798,1.183,43.418,88.198
268,263,180.88,90.66,5.679,40.551,18.799,77.296
269,142,208.54,112.89,82.255,97.31,33.402,50.255
270,135,231.63,133.05,88.324,66.476,5.679,40.551
271,23,129.53,70.24,3.572,49.541,42.448,74.947
272,235,145.18,75.98,8.227,63.657,67.723,88.253
273,17,195.72,118.34,30.553,19.928,76.798,1.183
274,322,248.45,151.29,1.153,22.705,75.245,65.464
275,153,156.05,88.52,53.704,81.673,3.572,49.541
276,403,112.0,67.35,0.161,58.173,38.374,3.606
277,403,287.5,154.63,67.157,10.29,38.634,70.306
278,272,15.17,8.21,39.88,50.448,33.402,50.255
279,6,190.01,107.37,59.457,16.998,38.634,70.306
280,21,69.64,39.38,45.654,24.803,29.558,7.438
281,375,149.49,84.95,46.586,78.373,80.58,52.071
282,309,154.68,80.76,63.948,1.453,2.6,39.201
283,486,172.47,91.63,13.409,25.872,69.406,34.278
284,328,139.04,69.55,94.818,62.881,81.764,87.777
285,137,222.09,134.93,20.841,42.792,81.764,87.777
286,140,168.18,98.57,81.764,87.777,5.679,40.551
287,342,131.76,71.35,38.107,12.494,66.826,36.027
288,188,225.95,122.22,60.146,98.487,34.849,16.864
289,118,226.09,133.48,80.58,52.071,22.321,72.393
290,117,198.67,103.81,22.321,72.393,74.076,54.129
291,405,127.04,77.0,16.517,8.835,8.658,50.9
292,297,169.73,94.91,2.6,39.201,46.586,78.373
293,267,77.0,39.29,95.334,32.608,88.324,66.476
294,173,115.64,58.23,94.818,62.881,40.926,50.037
295,201,136.96,69.96,39.88,50.448,74.659,88.933
296,10,190.65,103.93,18.203,16.426,0.161,58.173
297,471,257.4,136.96,36.957,64.716,82.551,23.027
298,299,24.64,15.31,76.798,1.183,69.681,0.013
299,101,251.12,151.07,11.737,11.615,66.393,51.816
300,321,195.8,107.74,88.324,66.476,44.109,21.148
301,210,232.72,119.14,36.957,64.716,54.652,18.274
302,115,106.69,63.31,66.393,51.816,44.109,21.148
303,90,123.8,65.2,31.819,62.753,26.251,9.538
304,19,120.71,62.55,39.88,50.448,43.418,88.198
305,107,146.01,80.92,64.292,16.23,25.684,14.951
306,62,94.53,53.8,82.551,23.027,88.324,66.476
307,372,382.69,194.13,25.148,91.008,38.107,12.494
308,441,150.61,83.92,75.645,65.65,33.402,50.255
309,167,239.41,120.01,25.684,14.951,42.448,74.947
310,255,69.81,41.62,68.423,22.999,89.816,22.324
311,159,170.79,99.42,74.076,54.129,47.653,96.939
312,90,128.74,67.68,67.723,88.253,33.402,50.255
313,205,154.79,85.67,8.227,63.657,66.826,36.027
314,308,120.55,66.89,8.658,50.9,66.826,36.027
315,373,254.56,138.28,3.572,49.541,54.736,91.185
316,19,191.38,110.36,66.393,51.816,85.679,99.074
317,92,109.9,66.45,0.161,58.173,26.251,9.538
318,473,171.47,99.93,52.259,97.03,80.58,52.071
319,432,44.77,27.61,40.926,50.037,47.204,73.891
320,246,91.47,51.28,20.488,93.348,14.063,70.076
321,208,225.39,124.54,91.033,76.755,11.522,25.841
322,341,110.99,56.31,70.175,17.378,29.558,7.438
323,37,311.3,175.66,8.375,6.111,60.146,98.487
324,222,36.34,18.18,31.819,62.753,22.321,72.393
325,458,68.62,40.87,6.195,23.802,34.849,16.864
326,88,57.14,31.62,43.418,88.198,28.688,64.974
327,148,12.92,7.95,42.448,74.947,40.046,72.773
328,239,169.0,96.64,26.251,9.538,70.175,17.378
329,281,199.76,118.92,25.684,14.951,57.181,93.059
330,403,175.98,91.26,45.654,24.803,8.375,6.111
331,173,165.59,93.49,80.58,52.071,30.553,19.928
332,182,13.33,7.29,31.885,46.924,33.402,50.255
333,374,201.05,115.97,51.323,78.236,67.157,10.29
334,60,153.41,88.06,36.075,13.63,59.022,60.364
335,108,157.43,95.9,41.863,61.403,89.816,22.324
336,173,26.61,15.76,38.634,70.306,41.863,61.403
337,77,139.63,83.03,41.863,61.403,18.203,16.426
338,486,95.7,49.12,84.441,97.115,75.245,65.464
339,46,107.77,60.29,88.324,66.476,47.204,73.891
340,405,241.67,128.6,8.375,6.111,88.324,66.476
341,131,121.14,69.61,69.406,34.278,49.826,59.266
342,419,160.42,98.28,47.653,96.939,44.109,21.148
343,388,280.87,151.68,7.598,69.83,63.948,1.453
344,43,151.84,76.49,45.094,77.163,95.334,32.608
345,53,286.21,173.98,20.841,42.792,94.818,62.881
346,243,150.55,88.4,22.321,72.393,64.292,16.23
347,125,258.89,151.43,38.634,70.306,70.175,17.378
348,18,120.52,68.4,82.255,97.31,75.245,65.464
349,46,262.99,136.27,63.948,1.453,15.59,73.33
350,292,31.08,16.2,7.598,69.83,15.59,73.33
351,303,120.84,62.9,20.841,42.792,46.586,78.373
352,232,167.51,92.19,41.863,61.403,38.107,12.494
353,253,99.84,52.07,8.658,50.9,22.321,72.393
354,205,38.93,20.24,82.255,97.31,85.646,79.413
355,181,29.35,15.23,53.704,81.673,43.418,88.198
356,287,225.6,118.56,64.292,16.23,75.645,65.65
357,257,360.68,192.42,47.653,96.939,70.175,17.378
358,89,72.85,41.62,51.323,78.236,74.659,88.933
359,179,161.68,86.25,70.175,17.378,20.841,42.792
360,87,32.81,19.71,30.053,69.28,40.046,72.773
361,74,142.42,77.27,8.227,63.657,9.829,4.516
362,460,159.95,84.45,66.393,51.816,6.495,94.303
363,231,70.56,43.17,33.402,50.255,1.153,22.705
364,217,228.21,123.13,45.094,77.163,13.16,38.955
365,310,148.25,85.93,74.076,54.129,7.598,69.83
366,433,95.6,50.25,66.826,36.027,75.245,65.464
367,75,25.45,15.36,37.728,14.606,26.251,9.538
368,350,136.28,76.3,20.805,35.172,38.374,3.606
369,101,82.19,41.99,31.885,46.924,28.688,64.974
370,7,33.03,18.26,67.723,88.253,53.704,81.673
371,156,274.88,161.21,95.334,32.608,85.679,99.074
372,38,107.52,59.57,88.324,66.476,82.255,97.31
373,430,268.82,156.34,88.324,66.476,20.841,42.792
374,311,262.01,154.55,85.679,99.074,26.251,9.538
375,462,43.95,22.69,64.292,16.23,63.948,1.453
376,313,207.44,126.11,63.948,1.453,80.58,52.071
377,202,103.72,54.1,74.076,54.129,54.652,18.274
378,22,114.54,66.66,49.826,59.266,43.418,88.198
379,483,168.07,85.3,85.679,99.074,22.321,72.393
380,207,326.26,169.15,90.024,24.887,54.736,91.185
381,55,385.22,237.12,1.153,22.705,74.659,88.933
382,390,86.8,47.96,5.679,40.551,11.737,11.615
383,454,65.97,38.74,15.59,73.33,47.204,73.891
384,375,142.43,81.82,53.979,17.98,1.153,22.705
385,491,250.79,135.76,40.046,72.773,18.203,16.426
386,208,85.32,51.99,31.885,46.924,38.634,70.306
387,336,121.44,74.55,44.109,21.148,2.6,39.201
388,164,64.35,33.48,43.418,88.198,25.148,91.008
389,205,143.74,82.74,46.586,78.373,9.829,4.516
390,451,42.34,21.63,42.448,74.947,43.418,88.198
391,421,262.89,136.93,54.736,91.185,82.551,23.027
392,84,134.63,72.62,45.654,24.803,33.385,73.821
393,477,102.81,53.79,40.926,50.037,26.251,9.538
394,179,194.76,111.43,59.457,16.998,9.829,4.516
395,439,129.91,71.59,59.022,60.364,45.654,24.803
396,490,202.52,107.7,13.409,25.872,15.59,73.33
397,470,15.4,8.89,45.654,24.803,44.109,21.148
398,56,248.74,128.69,74.076,54.129,8.658,50.9
399,300,110.18,59.18,54.652,18.274,2.6,39.201
400,479,314.85,165.54,43.418,88.198,95.334,32.608
401,134,448.97,248.67,47.653,96.939,76.798,1.183
402,480,48.38,26.15,54.736,91.185,46.586,78.373
403,218,202.45,114.29,49.826,59.266,0.161,58.173
404,208,72.58,44.52,82.551,23.027,59.022,60.364
405,402,164.2,93.26,80.58,52.071,14.063,70.076
406,82,127.54,64.11,9.829,4.516,31.819,62.753
407,9,112.16,63.3,5.679,40.551,25.684,14.951
408,283,90.21,56.28,95.334,32.608,69.406,34.278
409,35,76.52,40.43,53.979,17.98,34.849,16.864
410,33,244.02,144.32,15.59,73.33,38.374,3.606
411,463,12.21,6.51,42.448,74.947,47.204,73.891
412,407,81.46,41.58,66.826,36.027,38.107,12.494
413,381,73.49,45.55,25.684,14.951,13.16,38.955
414,148,214.32,111.09,29.558,7.438,60.146,98.487
415,334,129.3,74.41,13.16,38.955,68.423,22.999
416,326,321.96,162.1,30.018,74.255,89.816,22.324
417,210,194.85,111.57,80.58,52.071,20.805,35.172
418,107,96.51,52.21,59.022,60.364,53.704,81.673
419,266,88.47,48.83,69.406,34.278,44.109,21.148
420,178,277.66,145.76,83.802,1.277,57.181,93.059
421,213,105.57,60.81,18.799,77.296,39.88,50.448
422,220,43.66,21.96,26.251,9.538,30.553,19.928
423,34,199.48,105.42,46.586,78.373,95.334,32.608
424,456,175.69,109.72,26.251,9.538,46.586,78.373
425,481,87.58,52.95,31.885,46.924,3.572,49.541
426,284,44.45,25.14,1.153,22.705,11.522,25.841
427,216,92.2,52.66,26.251,9.538,69.681,0.013
428,118,249.28,152.18,0.161,58.173,90.024,24.887
429,15,216.68,123.17,75.645,65.65,15.59,73.33
430,117,254.81,129.72,54.736,91.185,0.161,58.173
431,4,120.18,61.17,54.652,18.274,25.684,14.951
432,315,78.14,48.13,42.448,74.947,80.58,52.071
433,198,153.35,87.63,53.979,17.98,40.046,72.773
434,254,166.34,92.3,39.88,50.448,94.534,2.972
435,257,133.66,69.64,37.728,14.606,14.063,70.076
436,339,141.07,80.81,11.737,11.615,66.826,36.027
437,237,174.27,88.53,44.109,21.148,3.572,49.541
438,456,140.03,80.56,11.522,25.841,80.58,52.071
439,183,267.15,147.16,66.826,36.027,6.495,94.303
440,216,49.28,29.53,28.876,14.772,11.737,11.615
441,193,223.41,129.78,94.534,2.972,46.586,78.373
442,279,219.78,136.56,18.799,77.296,54.652,18.274
443,66,93.89,48.09,14.063,70.076,53.704,81.673
444,165,36.51,21.6,44.109,21.148,30.553,19.928
445,12,68.2,36.37,91.033,76.755,75.245,65.464
446,321,223.29,124.59,47.204,73.891,95.334,32.608
447,219,309.62,172.31,95.334,32.608,28.688,64.974
448,65,132.87,83.02,46.586,78.373,14.063,70.076
449,229,144.62,84.47,18.203,16.426,53.704,81.673
450,68,196.31,101.93,38.107,12.494,81.764,87.777
451,88,129.29,73.78,69.681,0.013,20.841,42.792
452,274,290.76,173.46,84.441,97.115,9.829,4.516
453,257,30.1,17.97,57.181,93.059,47.653,96.939
454,138,269.69,151.9,28.876,14.772,45.094,77.163
455,235,214.99,113.12,95.334,32.608,20.488,93.348
456,326,160.99,93.14,44.109,21.148,3.572,49.541
457,427,219.45,128.68,75.645,65.65,20.805,35.172
458,67,282.26,159.63,11.737,11.615,67.723,88.253
459,386,159.21,80.62,28.688,64.974,34.849,16.864
460,216,134.76,67.74,9.829,4.516,31.819,62.753
461,259,79.47,45.07,63.143,84.354,22.321,72.393
462,34,19.12,10.88,25.684,14.951,30.553,19.928
463,128,84.19,44.66,34.849,16.864,16.517,8.835
464,157,155.55,85.64,49.826,59.266,26.251,9.538
465,481,57.95,30.79,33.402,50.255,38.634,70.306
466,345,148.38,74.57,38.634,70.306,80.58,52.071
467,431,203.7,115.9,88.324,66.476,7.598,69.83
468,151,122.3,71.35,16.517,8.835,30.018,74.255
469,252,178.65,106.33,69.406,34.278,6.195,23.802
470,283,168.34,92.08,69.406,34.278,38.107,12.494
471,387,133.72,68.95,3.572,49.541,22.321,72.393
472,83,237.29,141.78,68.423,22.999,8.658,50.9
473,48,206.75,125.81,94.534,2.972,81.764,87.777
474,379,304.47,164.0,94.818,62.881,28.876,14.772
475,70,96.49,59.78,42.448,74.947,52.259,97.03
476,237,211.26,110.59,0.161,58.173,85.679,99.074
477,215,209.85,126.02,53.704,81.673,29.558,7.438
478,99,213.29,107.43,57.181,93.059,33.402,50.255
479,71,212.19,109.56,74.659,88.933,1.153,22.705
480,19,119.04,71.46,67.157,10.29,95.334,32.608
481,255,146.95,76.77,3.572,49.541,18.799,77.296
482,168,154.05,85.27,3.572,49.541,51.323,78.236
483,200,274.48,138.62,84.441,97.115,18.799,77.296
484,336,128.13,72.16,75.245,65.464,90.024,24.887
485,88,293.29,176.56,28.876,14.772,54.736,91.185
486,139,150.29,87.74,31.819,62.753,85.679,99.074
487,359,123.18,64.19,8.375,6.111,5.679,40.551
488,163,170.81,104.41,49.826,59.266,36.075,13.63
489,24,238.36,141.53,63.143,84.354,70.175,17.378
490,138,249.56,130.61,69.681,0.013,47.653,96.939
491,425,88.35,45.81,84.441,97.115,46.586,78.373
492,59,318.47,162.15,2.6,39.201,68.423,22.999
493,131,309.14,189.51,47.204,73.891,8.375,6.111
494,405,99.82,55.76,53.704,81.673,40.926,50.037
495,256,284.34,157.31,25.684,14.951,85.646,79.413
496,259,189.76,105.26,7.598,69.83,52.259,97.03
497,314,179.22,100.32,41.863,61.403,83.802,1.277
498,291,87.24,47.44,63.143,84.354,91.033,76.755
499,57,90.05,45.15,39.88,50.448,20.841,42.792
